sample_name	Sample_or_Control	UCSD_split	birthplace	orig_seqrunid	date_startcollection	cohort	mouse_line	site_line	house_siteline	house_siteline_split_UCSD_Jax	house_siteline_UCSDJax	house_siteline_bcmJAX	dob	host_age	host_age_units	parity	cage	submission_date	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_origid	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	esMM	esKP	esSO	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD3	VS_clearD7	Uterine_clearance	toMedian1002000	study_topic	institution	vivarium	room	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	CST	CST_real_33_77	CST_char	Longitudinal_basleine	GBS_study	FPVS	estrous
12502.0T11	True Sample	spare	Jackson Labs	12502.0T11	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C20	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T11									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T12	True Sample	spare	Jackson Labs	12502.0T12	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C20	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T12									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T13	True Sample	spare	Jackson Labs	12502.0T13	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C20	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T13									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T14	True Sample	spare	Jackson Labs	12502.0T14	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C20	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T14									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T15	True Sample	spare	Jackson Labs	12502.0T15	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C20	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T15									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T16	True Sample	spare	Jackson Labs	12502.0T16	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C21	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T16									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T17	True Sample	spare	Jackson Labs	12502.0T17	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C21	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T17									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T18	True Sample	spare	Jackson Labs	12502.0T18	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C21	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T18									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T19	True Sample	spare	Jackson Labs	12502.0T19	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C21	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T19									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T20	True Sample	spare	Jackson Labs	12502.0T20	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C21	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T20									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T21	True Sample	spare	Jackson Labs	12502.0T21	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C22	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T21									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T22	True Sample	spare	Jackson Labs	12502.0T22	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C22	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T22									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T23	True Sample	spare	Jackson Labs	12502.0T23	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C22	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T23									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T24	True Sample	spare	Jackson Labs	12502.0T24	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C22	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T24									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T25	True Sample	spare	Jackson Labs	12502.0T25	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C22	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T25									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.1Blank3	Control	blank	BRF-II	12502.1Blank3	12/1/19	pre2020_Dec	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	PBS swab	PBS swab	blank_PBS swab		not applicable									not applicable	not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.1Blank3KO	Control	blank	BRF-II	12502.1Blank3KO	12/1/19	pre2020_Dec	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	PBS swab	PBS swab	blank_PBS swab		not applicable									not applicable	not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.1W01	True Sample	spare	BRF-II	12502.1W01	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		38	weeks	multiparous	C1	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W01									1	WT_Nizet								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Nizet	none	none
12502.1W02	True Sample	spare	BRF-II	12502.1W02	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		38	weeks	multiparous	C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W02									1	WT_Nizet								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Nizet	none	none
12502.1W03	True Sample	spare	BRF-II	12502.1W03	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		25.7	weeks	multiparous	C3	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W03									1	WT_Nizet								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Nizet	none	none
12502.1W04	True Sample	spare	BRF-II	12502.1W04	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		21.7	weeks	multiparous	C4	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W04									1	WT_Nizet								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Nizet	none	none
12502.1W05	True Sample	spare	BRF-II	12502.1W05	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		26.4	weeks	monoparous	C11	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W05									1	WT_Bode								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Bode	none	none
12502.1W06	True Sample	spare	BRF-II	12502.1W06	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		26.4	weeks	nulliparous	C11	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W06									1	WT_Bode								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Bode	none	none
12502.1W07	True Sample	spare	BRF-II	12502.1W07	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		26.4	weeks	monoparous	C12	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W07									1	WT_Bode								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Bode	none	none
12502.1W08	True Sample	spare	BRF-II	12502.1W08	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		26.4	weeks	nulliparous	C12	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W08									1	WT_Bode								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Bode	none	none
12502.1W09	True Sample	spare	BRF-II	12502.1W09	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		26.4	weeks	nulliparous	C12	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W09									1	WT_Bode								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Bode	none	none
12502.1W10	True Sample	spare	BRF-II	12502.1W10	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		13.1	weeks	nulliparous	C13	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W10									1	WT_Bode								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Bode	none	none
12502.1W11	True Sample	spare	BRF-II	12502.1W11	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		13.1	weeks	nulliparous	C13	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W11									1	WT_Bode								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Bode	none	none
12502.1W12	True Sample	spare	BRF-II	12502.1W12	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		13.1	weeks	nulliparous	C13	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W12									1	WT_Bode								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Bode	none	none
12502.2Blank3	Control	blank	BRF-II	12502.2Blank3	12/1/19	pre2020_Dec	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	PBS swab	PBS swab	blank_PBS swab		not applicable									not applicable	not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.3Blank3	Control	blank	BRF-II	12502.3Blank3	12/1/19	pre2020_Dec	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	PBS swab	PBS swab	blank_PBS swab		not applicable									not applicable	not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.3Blank3KO	Control	blank	BRF-II	12502.3Blank3KO	12/1/19	pre2020_Dec	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	PBS swab	PBS swab	blank_PBS swab		not applicable									not applicable	not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.3W01	True Sample	spare	BRF-II	12502.3W01	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		38	weeks	multiparous	C1	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W01									3	WT_Nizet								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Nizet	none	none
12502.3W02	True Sample	spare	BRF-II	12502.3W02	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		38	weeks	multiparous	C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W02									3	WT_Nizet								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Nizet	none	none
12502.3W03	True Sample	spare	BRF-II	12502.3W03	12/1/19	pre2020_Dec	Conventional	BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional	UCSD_BRF-II_Conventional		25.7	weeks	multiparous	C3	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		W03									3	WT_Nizet								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					WT_Nizet	none	none
