sample_name	birthplace	orig_seqrunid	date_startcollection	cohort	orig_tube	mouse_line	site_line	dob	host_age	host_age_units	breedpair	parity	cage	collection_sequence	collection_date	extraction_date	submission_date	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_id	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	esMM	esKP	esSO	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD2	VS_clearD3	VS_clearD4	VS_clearD5	VS_clearD6	VS_clearD7	Uterine_clearance	toMedian1002000	study_topic	institution	vivarium	room	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	plate_position	CST	CST_categorical
12502.2Blank2	not applicable			pre2020					not applicable	not applicable			not applicable						blank					not applicable									not applicable	not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1_E07	none	none
12502.2Blank3	not applicable			pre2020					not applicable	not applicable		not applicable	not applicable						blank					not applicable									not applicable	not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1_F08	none	none
12502.3Blank2	not applicable			pre2020					not applicable	not applicable			not applicable						blank					not applicable									not applicable	not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1_C04	none	none
12502.3Blank3	not applicable			pre2020					not applicable	not applicable		not applicable	not applicable						blank					not applicable									not applicable	not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2_B08	none	none
12502.3Blank3KO	not applicable			pre2020					not applicable	not applicable		not applicable	not applicable						blank					not applicable									not applicable	not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1_F09	none	none
12502.5Blank3KO	not applicable			pre2020					not applicable	not applicable		not applicable	not applicable						blank					not applicable									not applicable	not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1_D06	none	none
12502.6Blank2	not applicable			pre2020					not applicable	not applicable			not applicable						blank					not applicable									not applicable	not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1_F08	none	none
12502.6Blank3	not applicable			pre2020					not applicable	not applicable		not applicable	not applicable						blank					not applicable									not applicable	not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2_D08	none	none
12502.pHMOBlank	not applicable			pre2020					not applicable	weeks			not applicable						blank					not applicable									not applicable	not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			integumentary system	milk	mammary gland	not applicable	not applicable	not applicable	1_D03	0	0
12502.0C1	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					C1										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.0C10	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					C10										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.0C2	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					C2										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.0C3	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					C3										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.0C4	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					C4										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.0C5	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					C5										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.0C6	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					C6										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.0C7	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					C7										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.0C8	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					C8										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.0C9	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					C9										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.6C1	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					C1										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.6C10	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					C10										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.6C2	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					C2										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.6C3	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					C3										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.6C4	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					C4										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.6C5	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C1						vaginal community					C5										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.6C6	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					C6										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.6C7	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					C7										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.6C8	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					C8										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.6C9	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C2						vaginal community					C9										Control												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.0L1	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C3						vaginal community					L1										LNT												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.0L10	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C4						vaginal community					L10										LNT												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.0L2	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C3						vaginal community					L2										LNT												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.0L3	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C3						vaginal community					L3										LNT												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.0L4	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C3						vaginal community					L4										LNT												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.0L5	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C3						vaginal community					L5										LNT												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.0L6	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C4						vaginal community					L6										LNT												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.0L7	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C4						vaginal community					L7										LNT												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.0L8	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C4						vaginal community					L8										LNT												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	2_	0	0
12502.0L9	Jackson Labs			pre2020		Conventional	Jackson Labs_Conventional		8	weeks			C4						vaginal community					L9										LNT												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	1_	0	0
12502.0Blank	not applicable			pre2020					not applicable	weeks			not applicable						blank					0Blank										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2_	none	none
12502.1Blank	not applicable			pre2020					not applicable	weeks			not applicable						blank					1Blank										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1_	none	none
12502.2Blank	not applicable			pre2020					not applicable	weeks			not applicable						blank					2Blank										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1_	none	none
12502.3Blank	not applicable			pre2020					not applicable	weeks			not applicable						blank					3Blank										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1_	none	none
12502.6Blank	not applicable			pre2020					not applicable	weeks			not applicable						blank					6Blank										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2_	none	none
12502.BLANK2.10F	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK2.10F										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK2.10G	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK2.10G										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4_	none	none
12502.BLANK2.10H	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK2.10H										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5_	none	none
12502.BLANK2.11F	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK2.11F										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6_	none	none
12502.BLANK2.11G	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK2.11G										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	7_	none	none
12502.BLANK2.11H	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK2.11H										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8_	none	none
12502.BLANK2.12E	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK2.12E										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9_	none	none
